CHOICE,ITEM,SUB,custom_id,equal_size,left_larger,left_smaller,mode_id
1,7,1513003540,46,1,0,0,1
0,7,1513003540,46,0,0,1,2
0,7,1513003540,46,0,0,1,3
0,35,1513003540,48,0,0,1,1
1,35,1513003540,48,1,0,0,2
0,35,1513003540,48,1,0,0,3
0,6,1513003540,50,0,1,0,1
1,6,1513003540,50,1,0,0,2
0,6,1513003540,50,1,0,0,3
0,5,1513003540,52,0,1,0,1
0,5,1513003540,52,0,0,1,2
1,5,1513003540,52,1,0,0,3
0,3,1513003540,54,0,0,1,1
1,3,1513003540,54,0,1,0,2
0,3,1513003540,54,0,1,0,3
0,27,1513003540,56,0,0,1,1
1,27,1513003540,56,0,1,0,2
0,27,1513003540,56,0,0,1,3
0,20,1513003540,58,0,1,0,1
1,20,1513003540,58,0,0,1,2
0,20,1513003540,58,1,0,0,3
1,8,1513003540,60,1,0,0,1
0,8,1513003540,60,0,0,1,2
0,8,1513003540,60,0,1,0,3
0,17,1513003540,62,1,0,0,1
1,17,1513003540,62,1,0,0,2
0,17,1513003540,62,0,0,1,3
0,32,1513003540,64,0,1,0,1
0,32,1513003540,64,0,1,0,2
1,32,1513003540,64,1,0,0,3
1,25,1513003540,68,0,0,1,1
0,25,1513003540,68,1,0,0,2
0,25,1513003540,68,0,0,1,3
0,31,1513003540,70,0,0,1,1
0,31,1513003540,70,0,0,1,2
1,31,1513003540,70,0,1,0,3
0,35,1513005195,81,0,0,1,1
0,35,1513005195,81,1,0,0,2
1,35,1513005195,81,0,1,0,3
0,9,1513005195,83,0,0,1,1
0,9,1513005195,83,1,0,0,2
1,9,1513005195,83,1,0,0,3
0,15,1513005195,85,1,0,0,1
0,15,1513005195,85,0,0,1,2
1,15,1513005195,85,1,0,0,3
0,21,1513005195,87,0,1,0,1
1,21,1513005195,87,1,0,0,2
0,21,1513005195,87,0,0,1,3
0,10,1513005195,89,0,0,1,1
0,10,1513005195,89,0,1,0,2
1,10,1513005195,89,1,0,0,3
1,25,1513005195,91,0,1,0,1
0,25,1513005195,91,0,1,0,2
0,25,1513005195,91,0,0,1,3
0,5,1513005195,93,0,1,0,1
1,5,1513005195,93,1,0,0,2
0,5,1513005195,93,1,0,0,3
0,11,1513005195,97,1,0,0,1
1,11,1513005195,97,1,0,0,2
0,11,1513005195,97,0,0,1,3
1,16,1513005195,99,0,1,0,1
0,16,1513005195,99,1,0,0,2
0,16,1513005195,99,0,0,1,3
1,24,1513005195,103,1,0,0,1
0,24,1513005195,103,0,1,0,2
0,24,1513005195,103,1,0,0,3
0,29,1513005195,105,0,0,1,1
0,29,1513005195,105,0,0,1,2
1,29,1513005195,105,0,1,0,3
1,14,1513005195,107,1,0,0,1
0,14,1513005195,107,1,0,0,2
0,14,1513005195,107,0,1,0,3
